Control,2-E0040m_CD-1,2-E0040m_CD-4,5-E0030m_CD-2,8-E0040m_CD-2
Control,2-E0030m_CD-1,2-E0030m_CD-4,5-E1010m_CD-2,8-E0030m_CD-2
Control,2-E1010m_CD-1,2-eBFP2_CD-4,5-E0040m_CD-4,8-E0040m_CD-4
Control,2-eBFP2_CD-1,5-E0040m_CD-1,5-E0030m_CD-4,8-E1010m_CD-4
Control,2-E0040m_CD-2,5-E0030m_CD-1,5-E1010m_CD-4
Control,2-E0030m_CD-2,5-E1010m_CD-1,5-eBFP2_CD-4
Control,2-E1010m_CD-2,5-eBFP2_CD-1,8-E0030m_CD-1
Control,2-eBFP2_CD-2,5-E0040m_CD-2,8-eBFP2_CD-1
